	MNase_Overlap_5read1-SHIFT80_combined.cdt
Nuc-298495-chr1_111755945_111756109_stddev=13.717551703290983	23.0
Nuc-316656-chr1_117121538_117121702_stddev=17.343074186032368	0.0
Nuc-41830-chr1_11934738_11934902_stddev=21.06052231071205	5.0
Nuc-347422-chr1_145918513_145918677_stddev=10.418999738725189	21.0
Nuc-367123-chr1_151763614_151763778_stddev=13.332109823826483	90.0
Nuc-391602-chr1_160343417_160343581_stddev=16.906456010874823	74.0
Nuc-401322-chr1_163322005_163322169_stddev=19.64476768778204	79.0
Nuc-57898-chr1_16440764_16440928_stddev=20.59905351993532	54.0
Nuc-406120-chr1_165768663_165768827_stddev=13.096671398232374	73.0
Nuc-430076-chr1_173824704_173824868_stddev=12.545273115840102	154.0
Nuc-484949-chr1_197146474_197146638_stddev=18.633561119657188	45.0
Nuc-491892-chr1_200409840_200410004_stddev=15.875507740911658	42.0
Nuc-546618-chr1_219173916_219174080_stddev=18.064086594394855	53.0
Nuc-597633-chr1_235327967_235328131_stddev=17.19329716650129	16.0
Nuc-86574-chr1_23959861_23960025_stddev=17.262547961705348	165.0
Nuc-133027-chr1_36149284_36149448_stddev=19.439212219869546	13.0
Nuc-202304-chr1_56645379_56645543_stddev=15.67194946393077	1.0
Nuc-872922-chr10_119165200_119165364_stddev=21.82288310803168	48.0
Nuc-874079-chr10_119596797_119596961_stddev=15.502257900060881	51.0
Nuc-882931-chr10_125719743_125719907_stddev=19.20820182372723	22.0
Nuc-664420-chr10_15860303_15860467_stddev=16.99868922109345	45.0
Nuc-674465-chr10_21517167_21517331_stddev=19.20891065419146	10.0
Nuc-641821-chr10_5889665_5889829_stddev=20.690862033766418	3.0
Nuc-763573-chr10_62804749_62804913_stddev=21.69244069880276	0.0
Nuc-1133643-chr11_119030669_119030833_stddev=22.848974033131768	70.0
Nuc-893521-chr11_237019_237183_stddev=16.446306200917004	15.0
Nuc-1020708-chr11_64810362_64810526_stddev=17.634057956125698	24.0
Nuc-1052086-chr11_74171367_74171531_stddev=14.902683161025866	97.0
Nuc-1066345-chr11_78417627_78417791_stddev=17.73449736232225	0.0
Nuc-1386867-chr12_118136164_118136328_stddev=14.80663009925048	15.0
Nuc-1393876-chr12_120687189_120687353_stddev=18.86579887910763	2.0
Nuc-1395719-chr12_121210174_121210338_stddev=25.24257316519059	0.0
Nuc-1172685-chr12_4321252_4321416_stddev=21.377466962902783	24.0
Nuc-1252446-chr12_51026170_51026334_stddev=22.82706354159406	10.0
Nuc-1273704-chr12_57520980_57521144_stddev=19.635453150059035	94.0
Nuc-1285034-chr12_65169628_65169792_stddev=12.43443243793377	64.0
Nuc-1177839-chr12_6970955_6971119_stddev=18.502968993966768	49.0
Nuc-1629606-chr14_102362674_102362838_stddev=23.66901396810231	62.0
Nuc-1603573-chr14_77707813_77707977_stddev=10.731097920764398	44.0
Nuc-1615820-chr14_93206805_93206969_stddev=16.646382214052593	19.0
Nuc-1681035-chr15_40569371_40569535_stddev=17.536420434816982	53.0
Nuc-1684861-chr15_41660796_41660960_stddev=24.23055921764911	38.0
Nuc-1690536-chr15_43370837_43371001_stddev=16.789547012617373	2.0
Nuc-1752740-chr15_69160624_69160788_stddev=17.395381607285923	12.0
Nuc-1804535-chr15_89244046_89244210_stddev=18.16454285920652	42.0
Nuc-1917593-chr16_30355092_30355256_stddev=11.672049201842812	35.0
Nuc-1918447-chr16_30571699_30571863_stddev=21.77296999084466	59.0
Nuc-1945188-chr16_53703660_53703824_stddev=23.869102874263216	60.0
Nuc-1958103-chr16_58629626_58629790_stddev=19.898183742818734	50.0
Nuc-1970676-chr16_68245412_68245576_stddev=17.15983682906105	20.0
Nuc-1973501-chr16_69132667_69132831_stddev=19.77578310010054	24.0
Nuc-2029176-chr16_89171808_89171972_stddev=20.673008099666795	6.0
Nuc-2039083-chr17_2336589_2336753_stddev=20.27861489900684	41.0
Nuc-2082434-chr17_28598809_28598973_stddev=17.920270496690506	120.0
Nuc-2087147-chr17_29930349_29930513_stddev=7.5152109126576345	2.0
Nuc-2092806-chr17_31901510_31901674_stddev=22.70390696123352	67.0
Nuc-2104195-chr17_36535250_36535414_stddev=13.59284488614379	31.0
Nuc-2111395-chr17_39927381_39927545_stddev=17.857460314638498	1.0
Nuc-2146103-chr17_51153626_51153790_stddev=17.18991144699575	44.0
Nuc-2146103-chr17_51153626_51153790_stddev=17.18991144699575	44.0
Nuc-2200735-chr17_74872772_74872936_stddev=20.0617103513689	3.0
Nuc-2287424-chr18_23503553_23503717_stddev=10.702486153999136	2.0
Nuc-2392103-chr19_11197340_11197504_stddev=15.463540789547523	11.0
Nuc-2410981-chr19_17334578_17334742_stddev=24.487752040561013	0.0
Nuc-2411663-chr19_17511678_17511842_stddev=19.080516651875005	0.0
Nuc-2415685-chr19_18571898_18572062_stddev=18.457157599876172	0.0
Nuc-2419193-chr19_19515958_19516122_stddev=18.735467741139797	109.0
Nuc-2364488-chr19_2702508_2702672_stddev=22.565952721350413	1.0
Nuc-2460175-chr19_39532635_39532799_stddev=21.742942660908515	28.0
Nuc-2369585-chr19_4182354_4182518_stddev=19.85442890408682	6.0
Nuc-2489359-chr19_48810826_48810990_stddev=15.645361732794804	7.0
Nuc-2496050-chr19_50658529_50658693_stddev=21.30524817973262	77.0
Nuc-2375552-chr19_5903560_5903724_stddev=22.752861541646435	36.0
Nuc-2846500-chr2_170714734_170714898_stddev=8.563949023650505	26.0
Nuc-2934211-chr2_229922766_229922930_stddev=17.208471398973046	10.0
Nuc-2937996-chr2_231786475_231786639_stddev=22.713836473544905	3.0
Nuc-2939408-chr2_232550356_232550520_stddev=23.30772404161333	34.0
Nuc-2953425-chr2_241315965_241316129_stddev=15.124483462254174	1.0
Nuc-2562055-chr2_24971512_24971676_stddev=18.599731180853126	46.0
Nuc-2646136-chr2_64989429_64989593_stddev=23.177503659805062	18.0
Nuc-2670548-chr2_74147691_74147855_stddev=21.372307086603485	0.0
Nuc-2976728-chr20_16730065_16730229_stddev=17.51536122344837	44.0
Nuc-2978520-chr20_18288568_18288732_stddev=20.749278165244647	27.0
Nuc-3166733-chr21_42879334_42879498_stddev=11.450510331474797	25.0
Nuc-3171217-chr21_44240782_44240946_stddev=18.39920140236793	1.0
Nuc-3257088-chr22_41688981_41689145_stddev=19.92904078641686	66.0
Nuc-3316238-chr3_15427322_15427486_stddev=16.415762934669615	181.0
Nuc-3523214-chr3_155806061_155806225_stddev=16.861058530054425	22.0
Nuc-3340961-chr3_28241656_28241820_stddev=19.953633754281448	2.0
Nuc-3390924-chr3_46976548_46976712_stddev=11.330472523685327	229.0
Nuc-3406572-chr3_52706151_52706315_stddev=19.266226926930972	36.0
Nuc-3415746-chr3_59049818_59049982_stddev=18.948821895824278	9.0
Nuc-3759154-chr4_105473858_105474022_stddev=26.22881273111596	23.0
Nuc-3638436-chr4_17614686_17614850_stddev=18.273400333909223	124.0
Nuc-3670036-chr4_44726361_44726525_stddev=10.931605554537724	6.0
Nuc-3890106-chr5_10249620_10249784_stddev=21.566394575820965	7.0
Nuc-4151318-chr5_159263333_159263497_stddev=18.5438785728863	12.0
Nuc-4153992-chr5_160399853_160400017_stddev=19.190239866204095	72.0
Nuc-3919004-chr5_32312725_32312889_stddev=16.397295562840476	0.0
Nuc-3940818-chr5_40797964_40798128_stddev=15.673976055144053	29.0
Nuc-4021524-chr5_81972066_81972230_stddev=16.715812314820578	5.0
Nuc-4203064-chr6_2765553_2765717_stddev=4.973366566019441	0.0
Nuc-4285508-chr6_34392445_34392609_stddev=18.809719709648935	0.0
Nuc-4296016-chr6_36985942_36986106_stddev=6.630172220498454	1.0
Nuc-4372318-chr6_77650310_77650474_stddev=10.609429767899874	21.0
Nuc-4394782-chr6_90586859_90587023_stddev=22.22970984965841	6.0
Nuc-4400237-chr6_98834636_98834800_stddev=14.476033833738976	16.0
Nuc-4764074-chr7_100436274_100436438_stddev=20.483055327649623	33.0
Nuc-4765221-chr7_100706157_100706321_stddev=20.279607663678206	6.0
Nuc-4782432-chr7_105388706_105388870_stddev=17.290421558942697	0.0
Nuc-4782984-chr7_105522036_105522200_stddev=16.123052010163864	0.0
Nuc-4824637-chr7_121396103_121396267_stddev=14.134276698076127	1.0
Nuc-4884617-chr7_140696748_140696912_stddev=14.777789264824277	159.0
Nuc-4934090-chr7_157337044_157337208_stddev=21.660419601551965	53.0
Nuc-4704660-chr7_73842304_73842468_stddev=18.67383790821325	102.0
Nuc-4741699-chr7_92528838_92529002_stddev=19.362736262097762	235.0
Nuc-4755381-chr7_98106908_98107072_stddev=15.659178667580552	4.0
Nuc-4989142-chr8_27311067_27311231_stddev=13.823399305752734	7.0
Nuc-5055108-chr8_66613798_66613962_stddev=15.392388373306813	62.0
Nuc-5324190-chr9_120842718_120842882_stddev=18.45649660212048	88.0
Nuc-5200539-chr9_15422907_15423071_stddev=16.686654681045102	31.0
Nuc-5204862-chr9_32384699_32384863_stddev=20.16649448962313	2.0
Nuc-5218739-chr9_38069029_38069193_stddev=19.733467060357697	1.0
Nuc-5251486-chr9_76459237_76459401_stddev=18.862808792848313	2.0
Nuc-5552713-chrX_101408255_101408419_stddev=13.035208731227385	25.0
Nuc-5601667-chrX_154398414_154398578_stddev=23.61052866227081	29.0
Nuc-5494094-chrX_16786507_16786671_stddev=27.020177645604036	14.0
Nuc-5521067-chrX_48897568_48897732_stddev=15.782966793867576	21.0
Nuc-305985-chr1_113905375_113905539_stddev=15.208022574196947	69.0
Nuc-376327-chr1_154974720_154974884_stddev=14.663407182646251	150.0
Nuc-378445-chr1_155562597_155562761_stddev=21.063557852076062	4.0
Nuc-5670-chr1_1658778_1658942_stddev=14.727148022916348	8.0
Nuc-412374-chr1_167630286_167630450_stddev=19.53678454641969	0.0
Nuc-75269-chr1_21176689_21176853_stddev=19.10069984827461	18.0
Nuc-535312-chr1_212791573_212791737_stddev=15.961899079439831	45.0
Nuc-599498-chr1_235866673_235866837_stddev=15.982243233208289	0.0
Nuc-8600-chr1_2391348_2391512_stddev=9.965389338121016	1.0
Nuc-118478-chr1_32013906_32014070_stddev=18.135048938450648	3.0
Nuc-165002-chr1_44674284_44674448_stddev=17.01791607264595	82.0
Nuc-190358-chr1_52698141_52698305_stddev=16.528129457409317	114.0
Nuc-863383-chr10_110918981_110919145_stddev=20.982479901334766	45.0
Nuc-661656-chr10_14953877_14954041_stddev=12.401712346922196	52.0
Nuc-740824-chr10_49538847_49539011_stddev=22.083559354189262	13.0
Nuc-647448-chr10_7818557_7818721_stddev=18.597234817497544	15.0
Nuc-1127173-chr11_117144337_117144501_stddev=12.475195639583806	2.0
Nuc-1133791-chr11_119067850_119068014_stddev=11.819539422627713	98.0
Nuc-965134-chr11_34438981_34439145_stddev=20.994657017172205	24.0
Nuc-1035787-chr11_68903623_68903787_stddev=16.961494854295943	106.0
Nuc-1074210-chr11_85664912_85665076_stddev=11.871864911233965	18.0
Nuc-1092083-chr11_95790019_95790183_stddev=18.930398833622075	30.0
Nuc-1358303-chr12_108560963_108561127_stddev=11.38862960479788	46.0
Nuc-1184463-chr12_11171408_11171572_stddev=17.971087891388212	7.0
Nuc-1184463-chr12_11171408_11171572_stddev=17.971087891388212	7.0
Nuc-1373265-chr12_113185262_113185426_stddev=14.495554275363189	1.0
Nuc-1393280-chr12_120528950_120529114_stddev=14.671174729223608	151.0
Nuc-1421592-chr12_131711129_131711293_stddev=10.986974105730841	25.0
Nuc-1204958-chr12_27022601_27022765_stddev=23.635695925520295	41.0
Nuc-1242263-chr12_48105644_48105808_stddev=11.034974452033172	64.0
Nuc-1242264-chr12_48105972_48106136_stddev=17.034668496799338	10.0
Nuc-1267902-chr12_55974136_55974300_stddev=16.330771614008825	20.0
Nuc-1282578-chr12_64222065_64222229_stddev=21.705848896960777	36.0
Nuc-1284253-chr12_64759219_64759383_stddev=19.273009336605657	38.0
Nuc-1314575-chr12_88035572_88035736_stddev=18.772497402838965	54.0
Nuc-1433606-chr13_21176348_21176512_stddev=18.29993169386159	15.0
Nuc-1473494-chr13_52128853_52129017_stddev=20.472881792480727	4.0
Nuc-1544393-chr14_31207937_31208101_stddev=26.467239993988954	22.0
Nuc-1596977-chr14_74881962_74882126_stddev=16.913792859346746	3.0
Nuc-1610228-chr14_89954528_89954692_stddev=22.576259654778955	28.0
Nuc-1639868-chr14_GL000194v1_random_114842_115006_stddev=20.08917971886701	104.0
Nuc-1690537-chr15_43371135_43371299_stddev=21.810225822151022	8.0
Nuc-1708236-chr15_51752015_51752179_stddev=14.52048785541481	36.0
Nuc-1709006-chr15_51971582_51971746_stddev=14.150919429848337	35.0
Nuc-1921660-chr16_31459539_31459703_stddev=14.545241256502987	10.0
Nuc-1991343-chr16_75566413_75566577_stddev=13.94855297790831	0.0
Nuc-2072730-chr17_21127002_21127166_stddev=19.928542706490912	45.0
Nuc-2114012-chr17_40647630_40647794_stddev=13.0678294329994	42.0
Nuc-2115791-chr17_41688927_41689091_stddev=22.919189693319158	6.0
Nuc-2043638-chr17_4595292_4595456_stddev=15.05545305418162	49.0
Nuc-2044677-chr17_4967607_4967771_stddev=18.37948735834478	163.0
Nuc-2045564-chr17_5420224_5420388_stddev=20.145389911686436	47.0
Nuc-2170014-chr17_61927776_61927940_stddev=17.664308018650992	138.0
Nuc-2196221-chr17_73311791_73311955_stddev=18.216510912940212	1.0
Nuc-2225675-chr17_81959582_81959746_stddev=17.376726310900754	2.0
Nuc-2051600-chr17_8295170_8295334_stddev=17.95287039878458	27.0
Nuc-2036626-chr17_997173_997337_stddev=16.89473582999841	13.0
Nuc-2324664-chr18_46072077_46072241_stddev=13.924399049470281	1.0
Nuc-2347493-chr18_70205486_70205650_stddev=6.081478027585071	42.0
Nuc-2388803-chr19_10333320_10333484_stddev=15.456713751635567	40.0
Nuc-2395314-chr19_12440885_12441049_stddev=19.709206126134276	37.0
Nuc-2455908-chr19_38374822_38374986_stddev=18.208237986020382	39.0
Nuc-2472592-chr19_43754734_43754898_stddev=12.277503279448126	103.0
Nuc-2480966-chr19_46495677_46495841_stddev=5.311231841434658	9.0
Nuc-2374889-chr19_5720382_5720546_stddev=16.29244934984223	80.0
Nuc-2387041-chr19_9818623_9818787_stddev=19.23351184363727	4.0
Nuc-2558644-chr2_23927323_23927487_stddev=18.3283865101682	38.0
Nuc-2706924-chr2_96208623_96208787_stddev=16.624479941740532	8.0
Nuc-3040170-chr20_45416183_45416347_stddev=11.065911620829077	41.0
Nuc-3200149-chr22_19432585_19432749_stddev=15.568738974956238	274.0
Nuc-3202028-chr22_19854614_19854778_stddev=15.805932430578086	83.0
Nuc-3202028-chr22_19854614_19854778_stddev=15.805932430578086	83.0
Nuc-3204113-chr22_20319821_20319985_stddev=17.530047194237515	24.0
Nuc-3204435-chr22_20394190_20394354_stddev=20.967401947891506	78.0
Nuc-3233013-chr22_30635814_30635978_stddev=22.878638481461966	3.0
Nuc-3500961-chr3_142578531_142578695_stddev=17.21785542553269	75.0
Nuc-3567656-chr3_183884680_183884844_stddev=18.146182811194315	5.0
Nuc-3567656-chr3_183884680_183884844_stddev=18.146182811194315	5.0
Nuc-3414496-chr3_58306295_58306459_stddev=12.43887549510672	51.0
Nuc-3414496-chr3_58306295_58306459_stddev=12.43887549510672	51.0
Nuc-3420202-chr3_64023284_64023448_stddev=16.59397481015323	5.0
Nuc-3805872-chr4_141636622_141636786_stddev=6.121455890735653	4.0
Nuc-3814682-chr4_147617436_147617600_stddev=18.36379658304106	112.0
Nuc-3649100-chr4_26584147_26584311_stddev=14.307079393629689	57.0
Nuc-3689492-chr4_55395996_55396160_stddev=19.326895479845923	1.0
Nuc-4115359-chr5_140557239_140557403_stddev=12.023992219262654	27.0
Nuc-4162488-chr5_169583807_169583971_stddev=22.218013826809642	74.0
Nuc-4002778-chr5_74766919_74767083_stddev=12.749588312959744	69.0
Nuc-4029261-chr5_87412672_87412836_stddev=13.427568163180537	58.0
Nuc-4447118-chr6_125956814_125956978_stddev=13.48682319895979	32.0
Nuc-4458606-chr6_134174659_134174823_stddev=25.976300267416647	152.0
Nuc-4495049-chr6_147508697_147508861_stddev=16.076207402383325	82.0
Nuc-4278714-chr6_28616001_28616165_stddev=21.397072480687672	84.0
Nuc-4204525-chr6_3118772_3118936_stddev=19.20398134263528	0.0
Nuc-4293763-chr6_36442656_36442820_stddev=15.52055304827923	101.0
Nuc-4316473-chr6_42929544_42929708_stddev=17.757803907279047	31.0
Nuc-4317514-chr6_43182236_43182400_stddev=24.168135332128934	29.0
Nuc-4370773-chr6_75601919_75602083_stddev=9.676396698214914	2.0
Nuc-4910912-chr7_150955601_150955765_stddev=15.255182340283387	0.0
Nuc-4578946-chr7_7640251_7640415_stddev=17.553674483972678	91.0
Nuc-4754581-chr7_97872222_97872386_stddev=23.603130099048087	7.0
Nuc-5141535-chr8_123768493_123768657_stddev=13.208118715396223	7.0
Nuc-5174272-chr8_140457531_140457695_stddev=20.962764607751527	0.0
Nuc-5180707-chr8_142669390_142669554_stddev=15.653042882433114	32.0
Nuc-4967739-chr8_17246651_17246815_stddev=17.00528000819028	17.0
Nuc-4979002-chr8_22441127_22441291_stddev=16.940709970983733	1.0
Nuc-4990671-chr8_27772433_27772597_stddev=11.366067921669305	3.0
Nuc-4990678-chr8_27774590_27774754_stddev=17.98147194568157	69.0
Nuc-4952019-chr8_8386240_8386404_stddev=18.638340996506123	0.0
Nuc-4955412-chr8_9555956_9556120_stddev=17.318151383647702	0.0
Nuc-5345075-chr9_127612308_127612472_stddev=18.70678693819493	2.0
Nuc-5349561-chr9_128723918_128724082_stddev=15.830505833163937	30.0
Nuc-5350761-chr9_129036683_129036847_stddev=16.316176022585683	7.0
Nuc-5364753-chr9_132944409_132944573_stddev=26.076042644542518	37.0
Nuc-5372348-chr9_135500711_135500875_stddev=17.72220045279053	0.0
Nuc-5561279-chrX_110317875_110318039_stddev=13.858210562695316	21.0
Nuc-38558-chr1_11099652_11099816_stddev=16.786224821263417	20.0
Nuc-381221-chr1_156282614_156282778_stddev=12.516655570345725	22.0
Nuc-400026-chr1_162790807_162790971_stddev=18.343533113895802	51.0
Nuc-419533-chr1_169795094_169795258_stddev=14.319047592872305	101.0
Nuc-585245-chr1_231240962_231241126_stddev=17.51215867706241	98.0
Nuc-94080-chr1_25859210_25859374_stddev=19.21008368791157	43.0
Nuc-11440-chr1_3454761_3454925_stddev=25.188732048720162	0.0
Nuc-165290-chr1_44739880_44740044_stddev=22.65889714515494	149.0
Nuc-263650-chr1_92298776_92298940_stddev=27.72781270173005	15.0
Nuc-848499-chr10_100286472_100286636_stddev=22.919204629052953	18.0
Nuc-700490-chr10_32346928_32347092_stddev=18.184459194955945	15.0
Nuc-774873-chr10_68721266_68721430_stddev=9.468236372207867	106.0
Nuc-959601-chr11_32583874_32584038_stddev=26.778470927039717	32.0
Nuc-894261-chr11_448284_448448_stddev=10.653219327751792	84.0
Nuc-988064-chr11_47248595_47248759_stddev=12.286013888686886	37.0
Nuc-1001493-chr11_58578532_58578696_stddev=12.598985239524016	89.0
Nuc-1017589-chr11_63974652_63974816_stddev=19.95150207286608	54.0
Nuc-1017589-chr11_63974652_63974816_stddev=19.95150207286608	54.0
Nuc-1054495-chr11_74949320_74949484_stddev=20.05617112013158	48.0
Nuc-1338713-chr12_100266860_100267024_stddev=17.376812135716957	122.0
Nuc-1236527-chr12_45990364_45990528_stddev=23.67605447610635	29.0
Nuc-1173223-chr12_4649164_4649328_stddev=15.734826820988696	75.0
Nuc-1268888-chr12_56221731_56221895_stddev=17.004864953852632	47.0
Nuc-1323872-chr12_92929029_92929193_stddev=11.401306763628778	4.0
Nuc-1325758-chr12_93467555_93467719_stddev=12.363629779955223	118.0
Nuc-1557467-chr14_45134020_45134184_stddev=19.726532758560392	69.0
Nuc-1570690-chr14_58200181_58200345_stddev=8.768694315575154	24.0
Nuc-1678746-chr15_39934182_39934346_stddev=18.467689502359402	4.0
Nuc-1710700-chr15_52568808_52568972_stddev=21.884164746836163	9.0
Nuc-1739724-chr15_65029430_65029594_stddev=20.604446361806065	3.0
Nuc-1749679-chr15_68054355_68054519_stddev=10.669429914193053	3.0
Nuc-1778739-chr15_78507614_78507778_stddev=23.554793202834173	11.0
Nuc-1888070-chr16_20741610_20741774_stddev=11.394610153647848	25.0
Nuc-1889463-chr16_21158349_21158513_stddev=19.659257361355234	116.0
Nuc-1911956-chr16_28880106_28880270_stddev=16.08031059677918	16.0
Nuc-1975522-chr16_69754717_69754881_stddev=21.427757440463424	61.0
Nuc-2062788-chr17_16568997_16569161_stddev=19.34513827813076	6.0
Nuc-2041418-chr17_3723958_3724122_stddev=16.24705949237462	2.0
Nuc-2048611-chr17_7219621_7219785_stddev=15.36297509976451	101.0
Nuc-2201269-chr17_75012714_75012878_stddev=12.321376811485486	21.0
Nuc-2203807-chr17_75666978_75667142_stddev=22.37538040532582	160.0
Nuc-2219581-chr17_80220150_80220314_stddev=22.26856279351878	2.0
Nuc-2228450-chr17_82698481_82698645_stddev=17.891600683002068	2.0
Nuc-2263864-chr18_11851451_11851615_stddev=12.839844333067227	64.0
Nuc-2309933-chr18_35041472_35041636_stddev=20.910272742669797	77.0
Nuc-2310674-chr18_35241096_35241260_stddev=17.64183593053739	18.0
Nuc-2330930-chr18_49562098_49562262_stddev=23.73021014120894	37.0
Nuc-2338836-chr18_57621577_57621741_stddev=20.280285994038646	26.0
Nuc-2255629-chr18_9102776_9102940_stddev=14.910147551248444	8.0
Nuc-2388263-chr19_10194746_10194910_stddev=14.652338220900582	0.0
Nuc-2394558-chr19_12035478_12035642_stddev=16.743564100140397	15.0
Nuc-2360304-chr19_1512805_1512969_stddev=11.125057728807649	45.0
Nuc-2410993-chr19_17337607_17337771_stddev=23.811936297775272	112.0
Nuc-2446097-chr19_34404447_34404611_stddev=11.983588777991342	7.0
Nuc-2446931-chr19_34734288_34734452_stddev=10.082988974836116	1.0
Nuc-2371926-chr19_4831510_4831674_stddev=15.723964371479465	2.0
Nuc-2493329-chr19_49867364_49867528_stddev=17.73687094470417	23.0
Nuc-2501356-chr19_52527717_52527881_stddev=19.38732864813321	109.0
