	BNase_NoOverlap_midpoint_combined.cdt
Nuc-1030759-chr11_67452464_67452628_stddev=17.438716797328148	58.0
Nuc-1031549-chr11_67650796_67650960_stddev=16.050786744021018	130.0
Nuc-1537221-chr14_23469755_23469919_stddev=12.514880032274469	101.0
Nuc-2207204-chr17_76528784_76528948_stddev=20.151337148906247	82.0
Nuc-2492264-chr19_49580333_49580497_stddev=14.154857823376396	78.0
Nuc-2818110-chr2_157327497_157327661_stddev=15.18338315287282	224.0
Nuc-2687954-chr2_86199514_86199678_stddev=19.288163235446497	131.0
Nuc-3767923-chr4_109912934_109913098_stddev=21.8428334929331	149.0
Nuc-4145546-chr5_155013804_155013968_stddev=17.044958558028174	40.0
Nuc-4282248-chr6_33580029_33580193_stddev=26.54347778678882	144.0
Nuc-4774207-chr7_102973056_102973220_stddev=26.725035079490546	124.0
Nuc-4841567-chr7_128941258_128941422_stddev=17.326685514418983	143.0
Nuc-5552649-chrX_101385974_101386138_stddev=22.633515892734533	154.0
Nuc-532259-chr1_212035325_212035489_stddev=13.917412654656756	255.0
Nuc-96591-chr1_26432381_26432545_stddev=17.918107984661773	205.0
Nuc-1596619-chr14_74713228_74713392_stddev=22.188523576669013	116.0
Nuc-2042061-chr17_3964988_3965152_stddev=10.771428347208797	75.0
Nuc-2112746-chr17_40287932_40288096_stddev=19.726603582190446	163.0
Nuc-2392625-chr19_11346795_11346959_stddev=17.526170907151016	132.0
Nuc-2497168-chr19_51002468_51002632_stddev=20.445048300260872	170.0
Nuc-2500352-chr19_51986622_51986786_stddev=26.36324777665554	79.0
Nuc-2843129-chr2_169824686_169824850_stddev=20.81628469091767	112.0
Nuc-3153045-chr21_38121134_38121298_stddev=22.309457890261267	142.0
Nuc-3203772-chr22_20243470_20243634_stddev=22.043517565639714	139.0
Nuc-3209858-chr22_21632825_21632989_stddev=19.95740130391256	526.0
Nuc-3244693-chr22_37309949_37310113_stddev=25.99923075785128	66.0
Nuc-4256981-chr6_20534542_20534706_stddev=14.477568856683085	168.0
Nuc-4788450-chr7_106865338_106865502_stddev=26.69143407652021	195.0
Nuc-5136396-chr8_120444928_120445092_stddev=13.656313483483881	150.0
Nuc-389042-chr1_159204327_159204491_stddev=19.1640021708945	132.0
Nuc-957731-chr11_31810854_31811018_stddev=20.076055662752506	87.0
Nuc-1189667-chr12_14568570_14568734_stddev=22.055384830013733	74.0
Nuc-1260438-chr12_53441801_53441965_stddev=22.933723611100753	138.0
Nuc-1534169-chr14_22598344_22598508_stddev=17.166585281590272	173.0
Nuc-1583589-chr14_67816361_67816525_stddev=18.573063228394783	77.0
Nuc-2115160-chr17_41506050_41506214_stddev=14.56826602585222	121.0
Nuc-2421392-chr19_21329175_21329339_stddev=16.71655086141672	162.0
Nuc-2842114-chr2_169573582_169573746_stddev=16.578200586730684	169.0
Nuc-3232926-chr22_30607270_30607434_stddev=24.503061033266842	140.0
Nuc-4736067-chr7_90346770_90346934_stddev=21.098931976655965	157.0
Nuc-4964959-chr8_13566894_13567058_stddev=13.609637108395734	32.0
Nuc-4999774-chr8_31033865_31034029_stddev=23.658706114240484	114.0
Nuc-1131084-chr11_118342413_118342577_stddev=12.228652033464504	182.0
Nuc-924718-chr11_11841289_11841453_stddev=14.831797673317359	182.0
Nuc-1005687-chr11_60242869_60243033_stddev=24.03483865949083	83.0
Nuc-1177154-chr12_6771982_6772146_stddev=19.57737469631717	119.0
Nuc-1178302-chr12_7130434_7130598_stddev=23.431193596002174	76.0
Nuc-1595233-chr14_74085017_74085181_stddev=14.416223499932288	139.0
Nuc-1691031-chr15_43517687_43517851_stddev=15.386189894733958	221.0
Nuc-1966805-chr16_67226638_67226802_stddev=16.620125493767233	208.0
Nuc-2082609-chr17_28644927_28645091_stddev=15.184970639857468	124.0
Nuc-2120053-chr17_42850744_42850908_stddev=13.511899517515241	42.0
Nuc-2174578-chr17_63484895_63485059_stddev=16.12502802867703	61.0
Nuc-2746080-chr2_112784253_112784417_stddev=21.747963971366673	132.0
Nuc-3137937-chr21_33931397_33931561_stddev=22.37299757314972	117.0
Nuc-3249507-chr22_39040919_39041083_stddev=20.826905675111703	67.0
Nuc-4049903-chr5_103120389_103120553_stddev=21.277831039605516	257.0
Nuc-5064968-chr8_73293413_73293577_stddev=23.810851867723397	144.0
Nuc-195632-chr1_54053662_54053826_stddev=19.95391666240321	152.0
Nuc-215906-chr1_62784204_62784368_stddev=14.539218991709593	127.0
Nuc-1448564-chr13_32261834_32261998_stddev=22.035885435207277	64.0
Nuc-1558101-chr14_47626351_47626515_stddev=23.483704456494934	39.0
Nuc-2042506-chr17_4143264_4143428_stddev=19.389446028289477	79.0
Nuc-2459834-chr19_39436237_39436401_stddev=20.41339259462332	127.0
Nuc-2465298-chr19_41125728_41125892_stddev=21.60242625134034	142.0
Nuc-2839799-chr2_168935812_168935976_stddev=20.441134997841974	104.0
Nuc-2957900-chr20_1002801_1002965_stddev=16.609014871448576	85.0
Nuc-3249627-chr22_39077326_39077490_stddev=21.07679778710888	72.0
Nuc-3523032-chr3_155744847_155745011_stddev=20.669454065382247	137.0
Nuc-4027869-chr5_86617995_86618159_stddev=19.602881725243144	240.0
Nuc-4225106-chr6_10403965_10404129_stddev=23.166044116335442	202.0
Nuc-4281354-chr6_33200946_33201110_stddev=19.37798165030368	77.0
Nuc-786468-chr10_71713216_71713380_stddev=20.62022484939255	271.0
Nuc-1259702-chr12_53252173_53252337_stddev=21.865269264292174	76.0
Nuc-1680146-chr15_40340704_40340868_stddev=18.284766224131427	157.0
Nuc-1774968-chr15_77420950_77421114_stddev=12.04005856315	153.0
Nuc-1969521-chr16_67936629_67936793_stddev=19.816505180051816	106.0
Nuc-2072155-chr17_20868009_20868173_stddev=17.17176651417644	102.0
Nuc-2378520-chr19_6772766_6772930_stddev=18.193977941432525	81.0
Nuc-3014143-chr20_35674323_35674487_stddev=21.977159860991033	83.0
Nuc-3741905-chr4_89056960_89057124_stddev=11.773315989463423	188.0
Nuc-5247408-chr9_72114656_72114820_stddev=16.86527497552293	107.0
Nuc-377267-chr1_155209299_155209463_stddev=16.63079472945696	94.0
Nuc-95424-chr1_26159096_26159260_stddev=19.303630883573593	126.0
Nuc-1149437-chr11_125902984_125903148_stddev=16.75257857432368	138.0
Nuc-987941-chr11_47215006_47215170_stddev=15.360989551457939	139.0
Nuc-1522293-chr13_113726557_113726721_stddev=24.923353580908973	60.0
Nuc-1967194-chr16_67326991_67327155_stddev=20.456384524643383	111.0
Nuc-2168911-chr17_61477466_61477630_stddev=21.90439383173619	59.0
Nuc-2475263-chr19_44905854_44906018_stddev=27.77386820560004	158.0
Nuc-2491850-chr19_49479068_49479232_stddev=20.284778091520305	118.0
Nuc-2497364-chr19_51064675_51064839_stddev=21.2830200429535	154.0
Nuc-3013359-chr20_35454557_35454721_stddev=22.94135853260526	138.0
Nuc-4034073-chr5_90409088_90409252_stddev=15.230087181482435	156.0
Nuc-4386799-chr6_87408707_87408871_stddev=25.673255956901365	146.0
Nuc-5590501-chrX_142205062_142205226_stddev=19.446047421791874	49.0
Nuc-5514724-chrX_44542631_44542795_stddev=22.582086203093603	76.0
Nuc-279436-chr1_101025571_101025735_stddev=18.105401281262882	71.0
Nuc-284459-chr1_107963892_107964056_stddev=17.237763656222015	60.0
Nuc-382458-chr1_156601251_156601415_stddev=14.747939859648405	135.0
Nuc-504447-chr1_203626859_203627023_stddev=18.785497096021732	204.0
Nuc-241468-chr1_78004998_78005162_stddev=17.135770055197852	109.0
Nuc-1177323-chr12_6821861_6822025_stddev=22.39732126840172	91.0
Nuc-1529226-chr14_20117041_20117205_stddev=17.907857438138468	53.0
Nuc-2172407-chr17_62681828_62681992_stddev=20.67230143814307	258.0
Nuc-2241739-chr18_3220452_3220616_stddev=19.73980749652843	147.0
Nuc-2258798-chr18_9885984_9886148_stddev=25.197354358477135	234.0
Nuc-2458045-chr19_38949632_38949796_stddev=15.552777529717607	31.0
Nuc-2467659-chr19_42003701_42003865_stddev=25.99050158884022	66.0
Nuc-3568846-chr3_184232359_184232523_stddev=22.168188275738085	32.0
Nuc-3294483-chr3_9362766_9362930_stddev=21.834371892004757	171.0
Nuc-4312559-chr6_41920914_41921078_stddev=20.568906241656414	211.0
Nuc-687831-chr10_27154951_27155115_stddev=21.961807892729592	188.0
Nuc-1392450-chr12_120302392_120302556_stddev=23.879326251429752	123.0
Nuc-1456416-chr13_41263348_41263512_stddev=14.461154863979571	92.0
Nuc-1702132-chr15_49620618_49620782_stddev=18.26882590644511	125.0
Nuc-1746326-chr15_67064547_67064711_stddev=16.344505411386947	81.0
Nuc-1875959-chr16_15577179_15577343_stddev=15.46316186942373	65.0
Nuc-2061886-chr17_16217274_16217438_stddev=12.689398462233477	100.0
Nuc-2122050-chr17_43484043_43484207_stddev=22.11299109121152	170.0
Nuc-2136880-chr17_48579977_48580141_stddev=24.362763077407063	168.0
Nuc-2163438-chr17_59619960_59620124_stddev=9.345539061285912	171.0
Nuc-2164263-chr17_59837989_59838153_stddev=20.204509947588985	42.0
Nuc-2195455-chr17_73092466_73092630_stddev=14.11871769623772	148.0
Nuc-2484028-chr19_47297575_47297739_stddev=9.843215373488935	54.0
Nuc-3459520-chr3_119293926_119294090_stddev=12.590500786671337	64.0
Nuc-3463595-chr3_122383003_122383167_stddev=25.651775873069237	93.0
Nuc-3822816-chr4_152679741_152679905_stddev=24.340150093505883	50.0
Nuc-4286177-chr6_34556150_34556314_stddev=20.15108747761798	140.0
Nuc-4601234-chr7_22822608_22822772_stddev=27.98341345460608	199.0
Nuc-54927-chr1_15742480_15742644_stddev=15.21525984764654	80.0
Nuc-390081-chr1_159899932_159900096_stddev=11.324641274671794	82.0
Nuc-684373-chr10_25466200_25466364_stddev=22.007216551401147	143.0
Nuc-1000028-chr11_57761912_57762076_stddev=15.259095648169982	130.0
Nuc-1891919-chr16_21864863_21865027_stddev=17.082317042941085	63.0
Nuc-1981120-chr16_71564724_71564888_stddev=16.954971966363296	115.0
Nuc-2159295-chr17_58352865_58353029_stddev=18.05713155515017	164.0
Nuc-2421497-chr19_21405060_21405224_stddev=17.808393776219372	26.0
Nuc-2370153-chr19_4342516_4342680_stddev=23.306865941177072	129.0
Nuc-2505583-chr19_55207022_55207186_stddev=22.750196231492787	130.0
Nuc-3249691-chr22_39097349_39097513_stddev=14.360439485692012	67.0
Nuc-4586412-chr7_12687692_12687856_stddev=18.82316998794469	117.0
Nuc-4873881-chr7_138002554_138002718_stddev=16.744285405773518	111.0
Nuc-305984-chr1_113904659_113904823_stddev=15.443501170235388	341.0
Nuc-364537-chr1_151057988_151058152_stddev=12.680108335195337	308.0
Nuc-143809-chr1_39026391_39026555_stddev=18.343129503985953	200.0
Nuc-909964-chr11_6235233_6235397_stddev=22.01732037951519	175.0
Nuc-1184441-chr12_11061522_11061686_stddev=2.692582403567252	24.0
Nuc-1201239-chr12_25194932_25195096_stddev=20.11522364335585	80.0
Nuc-1260670-chr12_53501652_53501816_stddev=25.136461882618473	124.0
Nuc-1790557-chr15_82849431_82849595_stddev=22.365530222839798	158.0
Nuc-2136873-chr17_48578178_48578342_stddev=12.922058343651551	84.0
Nuc-2834671-chr2_166494023_166494187_stddev=24.504471751141036	52.0
Nuc-3660379-chr4_39032159_39032323_stddev=15.170042106559656	111.0
Nuc-4041229-chr5_95698175_95698339_stddev=19.348234200222684	113.0
Nuc-4436052-chr6_118709224_118709388_stddev=18.1690824081888	184.0
Nuc-4822799-chr7_120951281_120951445_stddev=25.07762187914901	286.0
Nuc-5555307-chrX_103686477_103686641_stddev=11.170295887042634	71.0
Nuc-376449-chr1_155002872_155003036_stddev=16.265300489077966	145.0
Nuc-420332-chr1_170074272_170074436_stddev=15.54407113493808	293.0
Nuc-275233-chr1_99646451_99646615_stddev=22.657405515445895	117.0
Nuc-1532462-chr14_21455881_21456045_stddev=14.265487451587658	122.0
Nuc-1802480-chr15_88639103_88639267_stddev=17.65395769288638	94.0
Nuc-2453720-chr19_37594942_37595106_stddev=16.025812511903	114.0
Nuc-2503489-chr19_53432050_53432214_stddev=17.108112110925624	107.0
Nuc-2507678-chr19_55836625_55836789_stddev=24.768065401074654	82.0
Nuc-2925359-chr2_219169812_219169976_stddev=11.407843305765068	51.0
Nuc-3029757-chr20_41340889_41341053_stddev=20.351095593032202	109.0
Nuc-3544078-chr3_170869969_170870133_stddev=17.8080328239211	165.0
Nuc-4131983-chr5_149358098_149358262_stddev=12.199029737262395	84.0
Nuc-4045180-chr5_97183012_97183176_stddev=18.650670229243776	160.0
Nuc-4456267-chr6_132814054_132814218_stddev=21.2404488339269	172.0
Nuc-4892589-chr7_143621015_143621179_stddev=15.00858421037774	153.0
Nuc-5541490-chrX_71667117_71667281_stddev=12.82809416865966	58.0
Nuc-814679-chr10_80079344_80079508_stddev=19.52383300998198	115.0
Nuc-893834-chr11_320627_320791_stddev=23.069843672526908	155.0
Nuc-1991209-chr16_75535603_75535767_stddev=22.03532517471788	77.0
Nuc-3001589-chr20_32109796_32109960_stddev=16.224980739587952	137.0
Nuc-3579102-chr3_187745157_187745321_stddev=13.32469511846331	69.0
Nuc-4228022-chr6_11232442_11232606_stddev=20.98385841663984	164.0
Nuc-4289237-chr6_35297886_35298050_stddev=17.796382993098657	173.0
Nuc-5603642-chrX_155216524_155216688_stddev=15.836666315863324	97.0
Nuc-347390-chr1_145910031_145910195_stddev=21.508211794641937	211.0
Nuc-1044535-chr11_71999677_71999841_stddev=16.57022391217088	136.0
Nuc-1730899-chr15_62390605_62390769_stddev=13.409790647400152	61.0
Nuc-1789336-chr15_82429932_82430096_stddev=23.79936973955403	38.0
Nuc-2505043-chr19_54572968_54573132_stddev=10.67754653466797	46.0
Nuc-2904238-chr2_201356972_201357136_stddev=24.353439182177123	52.0
Nuc-3240991-chr22_35615181_35615345_stddev=21.507208094032105	46.0
Nuc-5284456-chr9_97937942_97938106_stddev=13.94661021567379	101.0
Nuc-574415-chr1_228149704_228149868_stddev=13.848736404452213	87.0
Nuc-826420-chr10_86959428_86959592_stddev=12.662202057570617	98.0
Nuc-2331403-chr18_49849608_49849772_stddev=12.485547200218695	26.0
Nuc-2489450-chr19_48835623_48835787_stddev=11.892854997854805	92.0
Nuc-2506220-chr19_55370235_55370399_stddev=24.079863864856048	78.0
Nuc-3594410-chr3_196515129_196515293_stddev=21.639085008382402	110.0
Nuc-4817387-chr7_118214696_118214860_stddev=11.572310372044935	39.0
Nuc-5062654-chr8_71842584_71842748_stddev=19.34546235116253	62.0
Nuc-5523019-chrX_49829323_49829487_stddev=25.262373206015305	66.0
Nuc-288566-chr1_109075768_109075932_stddev=21.755586766519432	266.0
Nuc-881817-chr10_124942181_124942345_stddev=18.735260873550708	48.0
Nuc-1837036-chr16_1094439_1094603_stddev=22.85982127164227	34.0
Nuc-1918296-chr16_30535609_30535773_stddev=7.398284863158292	203.0
Nuc-2495201-chr19_50418712_50418876_stddev=21.426666582003058	45.0
Nuc-3396612-chr3_48465902_48466066_stddev=11.326328367379885	56.0
Nuc-3646829-chr4_25648089_25648253_stddev=16.509887609820026	74.0
Nuc-5376325-chr9_136662982_136663146_stddev=12.383333104439618	94.0
Nuc-1398366-chr12_121893373_121893537_stddev=20.08726621242644	155.0
Nuc-1243306-chr12_48492732_48492896_stddev=16.200994482507	28.0
Nuc-1260691-chr12_53506479_53506643_stddev=18.5590374163771	79.0
Nuc-1571159-chr14_58427793_58427957_stddev=26.89833937545262	74.0
Nuc-2163770-chr17_59707192_59707356_stddev=21.665285952062007	115.0
Nuc-2478128-chr19_45639191_45639355_stddev=16.234531098864544	157.0
Nuc-2685187-chr2_85418789_85418953_stddev=19.442043502563088	221.0
Nuc-3488069-chr3_136818515_136818679_stddev=23.433361879585096	84.0
Nuc-3576018-chr3_186640453_186640617_stddev=26.02709592371424	63.0
Nuc-441687-chr1_178093811_178093975_stddev=27.715934232506452	75.0
Nuc-710971-chr10_38011195_38011359_stddev=14.81429764228282	281.0
Nuc-905159-chr11_4393464_4393628_stddev=24.010378378863457	139.0
Nuc-1573781-chr14_60724114_60724278_stddev=13.37675361140549	178.0
Nuc-1897624-chr16_23694871_23695035_stddev=20.04179306818018	65.0
Nuc-2050583-chr17_7932265_7932429_stddev=13.946770116920076	161.0
Nuc-3233586-chr22_30881748_30881912_stddev=20.921340285432073	95.0
Nuc-399444-chr1_162631775_162631939_stddev=14.834881926048814	161.0
Nuc-93887-chr1_25814589_25814753_stddev=10.282722159039405	75.0
Nuc-2119193-chr17_42609756_42609920_stddev=16.624760240713986	159.0
Nuc-2467078-chr19_41843256_41843420_stddev=19.36427655791897	101.0
Nuc-2491638-chr19_49423931_49424095_stddev=21.98840603590902	142.0
Nuc-4091547-chr5_132556652_132556816_stddev=28.355383576629286	138.0
Nuc-4150831-chr5_159099028_159099192_stddev=18.4743933720091	107.0
Nuc-5056058-chr8_66954890_66955054_stddev=25.05412576707005	220.0
Nuc-392844-chr1_160711616_160711780_stddev=26.79684693983902	59.0
Nuc-105914-chr1_28642841_28643005_stddev=17.2344926437186	281.0
Nuc-854308-chr10_102744051_102744215_stddev=25.722000345524215	76.0
Nuc-1008699-chr11_61362440_61362604_stddev=17.20312471616712	143.0
Nuc-1181726-chr12_8915011_8915175_stddev=20.64127472377184	149.0
Nuc-1474355-chr13_52652969_52653133_stddev=16.236994795835837	101.0
Nuc-1814741-chr15_92808910_92809074_stddev=13.479093085709556	83.0
Nuc-2367101-chr19_3480284_3480448_stddev=15.271614918607078	94.0
Nuc-2570447-chr2_27489522_27489686_stddev=17.821081985646103	170.0
Nuc-2625755-chr2_55232756_55232920_stddev=16.369780792160626	215.0
Nuc-3242094-chr22_36201570_36201734_stddev=23.040002516847334	178.0
Nuc-4028864-chr5_87267954_87268118_stddev=13.51156387235186	110.0
Nuc-4531001-chr6_160130678_160130842_stddev=20.48305532764962	41.0
Nuc-5468357-chrM_10974_11138_stddev=17.3089741445731	726.0
Nuc-191816-chr1_53061818_53061982_stddev=7.291074222198637	54.0
Nuc-1176276-chr12_6493445_6493609_stddev=22.43484597784408	111.0
Nuc-2160497-chr17_58692318_58692482_stddev=20.323696306994634	129.0
Nuc-2331940-chr18_50281279_50281443_stddev=17.727097901235837	105.0
Nuc-2336178-chr18_55589609_55589773_stddev=14.482613498605836	91.0
Nuc-3456148-chr3_114276954_114277118_stddev=27.063439398312173	43.0
Nuc-3356882-chr3_36908140_36908304_stddev=18.872460054818237	244.0
Nuc-4170786-chr5_172958953_172959117_stddev=15.76356558650358	69.0
Nuc-4524174-chr6_158168438_158168602_stddev=16.520383679656987	87.0
Nuc-5085125-chr8_91040583_91040747_stddev=24.031358114753026	181.0
Nuc-5535072-chrX_66162729_66162893_stddev=16.953822541404403	104.0
Nuc-377195-chr1_155187210_155187374_stddev=17.039595831091667	84.0
Nuc-1045337-chr11_72217591_72217755_stddev=13.200261875441978	52.0
Nuc-1595727-chr14_74303190_74303354_stddev=14.522626025160417	52.0
Nuc-2871919-chr2_178478350_178478514_stddev=20.966640169564602	104.0
Nuc-3523377-chr3_155854205_155854369_stddev=23.784760746116408	127.0
Nuc-612681-chr1_243256133_243256297_stddev=16.8591638273871	77.0
Nuc-1530305-chr14_20591221_20591385_stddev=20.574442697378036	144.0
Nuc-1543039-chr14_30622393_30622557_stddev=11.525430089691358	134.0
Nuc-1835313-chr16_567067_567231_stddev=23.918109621367485	179.0
Nuc-2392760-chr19_11384077_11384241_stddev=13.747474515544868	112.0
Nuc-4863704-chr7_134646923_134647087_stddev=19.15061601489623	92.0
Nuc-5559524-chrX_109537281_109537445_stddev=21.13764414498456	105.0
Nuc-1452756-chr13_37870186_37870350_stddev=27.10473513367483	25.0
Nuc-1953874-chr16_57372530_57372694_stddev=22.852182001336814	47.0
Nuc-3737010-chr4_86934486_86934650_stddev=21.612668461264306	97.0
Nuc-4963537-chr8_12753844_12754008_stddev=21.559389050616154	191.0
Nuc-356516-chr1_148889665_148889829_stddev=20.294502339502827	191.0
Nuc-671904-chr10_19731046_19731210_stddev=22.371629263832514	27.0
Nuc-1127394-chr11_117201223_117201387_stddev=8.391066678319271	88.0
Nuc-1144438-chr11_124115527_124115691_stddev=17.06876601976546	165.0
Nuc-1517441-chr13_110503799_110503963_stddev=18.359072840303117	63.0
Nuc-1915868-chr16_29899309_29899473_stddev=19.80517351499814	34.0
Nuc-2709053-chr2_96840960_96841124_stddev=21.354156504062622	56.0
Nuc-3232814-chr22_30560536_30560700_stddev=23.342855200015464	83.0
Nuc-4059343-chr5_111073441_111073605_stddev=12.36512004679398	167.0
Nuc-4635627-chr7_38178423_38178587_stddev=19.14159753373964	134.0
Nuc-5002259-chr8_33512877_33513041_stddev=7.319095640701276	65.0
Nuc-395619-chr1_161523983_161524147_stddev=17.776388834631177	49.0
Nuc-84047-chr1_23367996_23368160_stddev=19.101445501580127	216.0
Nuc-776356-chr10_69088183_69088347_stddev=19.476312759641498	255.0
Nuc-1692029-chr15_43800268_43800432_stddev=17.157570405573807	147.0
Nuc-2162029-chr17_59220640_59220804_stddev=21.62508831067389	293.0
Nuc-2495194-chr19_50416098_50416262_stddev=15.846485765339617	56.0
Nuc-2505393-chr19_55157492_55157656_stddev=18.769478770955075	234.0
Nuc-3771125-chr4_112297448_112297612_stddev=23.681397630840962	101.0
Nuc-4591033-chr7_16465498_16465662_stddev=15.402318168336794	125.0
Nuc-5292381-chr9_100426768_100426932_stddev=22.500321393480522	103.0
