accession	dataset	biosample_name	target_name	assay_term_name	assembly	output_type	file_format	file_format_type	derived_from
ENCFF772UWM	/experiments/ENCSR000FAY/	K562	POLR2A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF573ZMO/|/files/ENCFF368DTT/|/files/ENCFF502ZBE/
ENCFF527WUV	/experiments/ENCSR000EZW/	K562	JUN	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF394RSM/|/files/ENCFF052OWI/|/files/ENCFF436KCV/
ENCFF964OWK	/experiments/ENCSR000EHJ/	K562	STAT1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF473ULH/|/files/ENCFF947WYS/|/files/ENCFF797EKN/
ENCFF256GYM	/experiments/ENCSR000EGU/	K562	IRF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF879FJY/|/files/ENCFF467GRI/|/files/ENCFF219ASD/
ENCFF836PBB	/experiments/ENCSR000FAZ/	K562	MYC	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF726YHM/|/files/ENCFF517GFP/|/files/ENCFF761YWV/
ENCFF056IOC	/experiments/ENCSR000EGH/	K562	JUN	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF257FNC/|/files/ENCFF063HEH/|/files/ENCFF767GKW/
ENCFF249FDQ	/experiments/ENCSR226QQM/	HepG2	NFIA	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF041VRU/|/files/ENCFF001TDO/|/files/ENCFF219HAU/|/files/ENCFF218ZLP/
ENCFF270FXG	/experiments/ENCSR000FAU/	K562	STAT1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF881JMT/|/files/ENCFF081YAN/|/files/ENCFF873CLE/
ENCFF460UKC	/experiments/ENCSR823ADL/	HepG2	RFXANK	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF744MKN/|/files/ENCFF001TDO/|/files/ENCFF913EGW/|/files/ENCFF511LGA/
ENCFF907PFI	/experiments/ENCSR560SEP/	HepG2	RXRB	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF626GMB/|/files/ENCFF910UCA/|/files/ENCFF364UVL/
ENCFF938HSO	/experiments/ENCSR184SVO/	HepG2	ZBTB26	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF846BZD/|/files/ENCFF001TDO/|/files/ENCFF597YVV/|/files/ENCFF172GVZ/
ENCFF550OPR	/experiments/ENCSR117CHD/	HepG2	HOMEZ	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF736AEA/|/files/ENCFF508FYH/|/files/ENCFF686VAT/|/files/ENCFF001TDO/
ENCFF568BTO	/experiments/ENCSR589SNT/	HepG2	TFE3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF437JCW/|/files/ENCFF917KJG/|/files/ENCFF198SRC/
ENCFF996YOX	/experiments/ENCSR639IIZ/	HepG2	CEBPG	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF841VED/|/files/ENCFF001TDO/|/files/ENCFF335GTC/|/files/ENCFF570RTO/
ENCFF536MIH	/experiments/ENCSR019NPF/	HepG2	SP5	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF732NXP/|/files/ENCFF641QBC/|/files/ENCFF881HQL/
ENCFF007VXQ	/experiments/ENCSR909GJR/	HepG2	MXD3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF464VQL/|/files/ENCFF777YXO/|/files/ENCFF001TDO/|/files/ENCFF196FXV/
ENCFF159FOJ	/experiments/ENCSR925BFV/	HepG2	GATAD2A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF746YDM/|/files/ENCFF001TDO/|/files/ENCFF777VEL/|/files/ENCFF495XYH/
ENCFF214EZR	/experiments/ENCSR808FFI/	HepG2	ZKSCAN8	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF919RFN/|/files/ENCFF549MUS/|/files/ENCFF001TDO/|/files/ENCFF670LCP/
ENCFF999SXR	/experiments/ENCSR000EGT/	K562	IRF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF074NOU/|/files/ENCFF456MUP/|/files/ENCFF998DOG/
ENCFF915HRK	/experiments/ENCSR231YFE/	MCF-7	ZBTB33	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF613ONR/|/files/ENCFF515ZCN/|/files/ENCFF684BFS/
ENCFF505XYY	/experiments/ENCSR924GXX/	K562	PHB2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF370RBU/|/files/ENCFF231LOJ/|/files/ENCFF508MDN/
ENCFF602NCB	/experiments/ENCSR350XWY/	K562	C11orf30	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF559KAV/|/files/ENCFF820UXS/|/files/ENCFF486RQW/
ENCFF162LGB	/experiments/ENCSR000BTR/	MCF-7	EP300	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF289QID/|/files/ENCFF484KTY/|/files/ENCFF001TDO/|/files/ENCFF764MNB/
ENCFF033ZMB	/experiments/ENCSR686SOV/	MCF-7	NCOA3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF751KOC/|/files/ENCFF307HAT/|/files/ENCFF568PRH/
ENCFF004IKJ	/experiments/ENCSR657JLK/	K562	SIN3B	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF197DMK/|/files/ENCFF901YWM/|/files/ENCFF251WTS/
ENCFF153OUQ	/experiments/ENCSR745VSQ/	HepG2	GMEB2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF407CCL/|/files/ENCFF088MUW/|/files/ENCFF518UKW/
ENCFF455MVM	/experiments/ENCSR670YPQ/	HepG2	DMAP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF602WNU/|/files/ENCFF125YTD/|/files/ENCFF071QIR/
ENCFF187TBY	/experiments/ENCSR072GJV/	HepG2	HMG20A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF148NBT/|/files/ENCFF082DKZ/|/files/ENCFF001TDO/|/files/ENCFF631EGS/
ENCFF439QHJ	/experiments/ENCSR087NSR/	HepG2	KDM1A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF569BHW/|/files/ENCFF654YKE/|/files/ENCFF180JHY/
ENCFF017EEZ	/experiments/ENCSR616OSG/	HepG2	KLF11	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF215DET/|/files/ENCFF001TDO/|/files/ENCFF994GPH/|/files/ENCFF830KIZ/
ENCFF284GRM	/experiments/ENCSR662EOU/	HepG2	NR2F1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF337PEZ/|/files/ENCFF359FFB/|/files/ENCFF001TDO/|/files/ENCFF310VFF/
ENCFF064SUV	/experiments/ENCSR441KFW/	HepG2	MXD4	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF865CIF/|/files/ENCFF001TDO/|/files/ENCFF170VCK/|/files/ENCFF904UTL/
ENCFF888YXK	/experiments/ENCSR415AEB/	HepG2	ZNF48	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF563UAT/|/files/ENCFF231MSV/|/files/ENCFF145EMT/
ENCFF567QOI	/experiments/ENCSR115PIK/	HepG2	MIER2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF178QBA/|/files/ENCFF001TDO/|/files/ENCFF827UFG/|/files/ENCFF220NPQ/
ENCFF852XSD	/experiments/ENCSR986CDX/	K562	NEUROD1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF973JKQ/|/files/ENCFF314SAN/|/files/ENCFF334IIE/
ENCFF053NAM	/experiments/ENCSR788XNX/	MCF-7	RFX1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF270NHR/|/files/ENCFF001TDO/|/files/ENCFF633FJC/|/files/ENCFF736XAR/
ENCFF568FLE	/experiments/ENCSR322CFO/	K562	ZEB2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF846MNB/|/files/ENCFF001TDO/|/files/ENCFF295KFV/|/files/ENCFF597MUA/
ENCFF077EAD	/experiments/ENCSR000EHK/	K562	STAT1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF763YXP/|/files/ENCFF001TDO/|/files/ENCFF585NXD/|/files/ENCFF956SIV/
ENCFF155OFK	/experiments/ENCSR625ORP/	HepG2	SYNCRIP	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF890HLT/|/files/ENCFF001TDO/|/files/ENCFF179KYF/|/files/ENCFF599KFI/
ENCFF396QVR	/experiments/ENCSR066TET/	MCF-7	RFX1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF588ODL/|/files/ENCFF367XOV/|/files/ENCFF128GZH/
ENCFF275TFD	/experiments/ENCSR000EHP/	K562	POLR2A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF278XFP/|/files/ENCFF001TDO/|/files/ENCFF050JYN/|/files/ENCFF188QEA/
ENCFF940APQ	/experiments/ENCSR468LUO/	MCF-7	SIN3A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF458NNN/|/files/ENCFF808QLK/|/files/ENCFF001TDO/|/files/ENCFF975DCJ/
ENCFF926PTQ	/experiments/ENCSR563YDA/	K562	HDGF	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF328KFN/|/files/ENCFF415ZVO/|/files/ENCFF701JMF/
ENCFF128DRH	/experiments/ENCSR594SMP/	K562	PHF20	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF088HLB/|/files/ENCFF449TFM/|/files/ENCFF306BVA/
ENCFF059VEO	/experiments/ENCSR429XTR/	K562	TARDBP	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF958WJN/|/files/ENCFF001TDO/|/files/ENCFF368IHM/|/files/ENCFF700XRO/
ENCFF026BYE	/experiments/ENCSR530XQI/	K562	L3MBTL2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF706LNT/|/files/ENCFF875ISD/|/files/ENCFF471MPD/
ENCFF401FXT	/experiments/ENCSR492LTS/	K562	BCLAF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF027UPQ/|/files/ENCFF202AHW/|/files/ENCFF001TDO/|/files/ENCFF662CIT/
ENCFF093GSD	/experiments/ENCSR175EOM/	K562	EHMT2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF148ZUB/|/files/ENCFF603GSB/|/files/ENCFF315NKB/
ENCFF145KNX	/experiments/ENCSR792IYC/	K562	BCLAF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF039VDD/|/files/ENCFF001TDO/|/files/ENCFF002NNQ/|/files/ENCFF519QDT/
ENCFF139SRI	/experiments/ENCSR744WOO/	K562	TCF12	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF870JMX/|/files/ENCFF337ISL/|/files/ENCFF334SEU/
ENCFF843YBE	/experiments/ENCSR145CXH/	HepG2	TARDBP	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF640MOW/|/files/ENCFF657QUD/|/files/ENCFF625LUF/
ENCFF026ZCX	/experiments/ENCSR804HMZ/	HepG2	HNRNPLL	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF482ZCR/|/files/ENCFF001TDO/|/files/ENCFF252CYF/|/files/ENCFF483RRM/
ENCFF505NQY	/experiments/ENCSR785UCD/	MCF-7	ZNF8	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF049BZC/|/files/ENCFF185PMB/|/files/ENCFF097NQM/
ENCFF373QRK	/experiments/ENCSR183AXJ/	HepG2	HNRNPUL1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF946JBN/|/files/ENCFF001TDO/|/files/ENCFF229FTN/|/files/ENCFF456VQO/
ENCFF291MOZ	/experiments/ENCSR000EWF/	K562	YY1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF228AYO/|/files/ENCFF001TDO/|/files/ENCFF211PND/|/files/ENCFF899XEM/
ENCFF458TCO	/experiments/ENCSR893WSB/	K562	HDAC2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF399PWD/|/files/ENCFF380RMA/|/files/ENCFF001TDO/|/files/ENCFF368EUJ/
ENCFF211YKN	/experiments/ENCSR731LHZ/	K562	E4F1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF713DFK/|/files/ENCFF952KDF/|/files/ENCFF249GYD/
ENCFF319JHV	/experiments/ENCSR412CTM/	K562	SUZ12	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF107SGI/|/files/ENCFF341WWD/|/files/ENCFF009PGQ/
ENCFF964PGC	/experiments/ENCSR277VIC/	HepG2	HDAC6	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF363SUO/|/files/ENCFF001TDO/|/files/ENCFF453FOJ/|/files/ENCFF636HOL/
ENCFF912AKH	/experiments/ENCSR360JOC/	MCF-7	CHD1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF171XBN/|/files/ENCFF715GRP/|/files/ENCFF902LLC/
ENCFF525YRJ	/experiments/ENCSR869IUD/	K562	ATF2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF513RYS/|/files/ENCFF001TDO/|/files/ENCFF826QEY/|/files/ENCFF759MWN/
ENCFF100WXV	/experiments/ENCSR000AQH/	K562	PHF8	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF430CBL/|/files/ENCFF001TDO/|/files/ENCFF192RQZ/|/files/ENCFF739TWP/
ENCFF743SDK	/experiments/ENCSR362CPB/	HepG2	HDAC1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF768XZW/|/files/ENCFF885ZDD/|/files/ENCFF001TDO/|/files/ENCFF143UBP/
ENCFF192AMR	/experiments/ENCSR481YWD/	A549	SMC3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF953EDE/|/files/ENCFF787LTE/|/files/ENCFF001TDO/|/files/ENCFF371DJF/
ENCFF205MMX	/experiments/ENCSR888XZK/	K562	TCF7L2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF274DVQ/|/files/ENCFF975NRI/|/files/ENCFF001TDO/|/files/ENCFF060XZX/
ENCFF413OIG	/experiments/ENCSR619GFP/	K562	HINFP	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF089QJI/|/files/ENCFF001TDO/|/files/ENCFF922IFQ/|/files/ENCFF369YHE/
ENCFF148VLB	/experiments/ENCSR675LRO/	K562	MLLT1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF057GKG/|/files/ENCFF929AWJ/|/files/ENCFF400BXE/
ENCFF219DOH	/experiments/ENCSR272JAT/	K562	CBX5	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF361FQK/|/files/ENCFF001TDO/|/files/ENCFF843XJF/|/files/ENCFF978SSL/
ENCFF502KND	/experiments/ENCSR555PBN/	MCF-7	MAFK	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF915SCX/|/files/ENCFF001TDO/|/files/ENCFF215LEX/|/files/ENCFF057RCM/
ENCFF056OUU	/experiments/ENCSR296MXW/	K562	HNRNPUL1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF788AWO/|/files/ENCFF001TDO/|/files/ENCFF036VGX/|/files/ENCFF648RFW/
ENCFF837IBY	/experiments/ENCSR031URL/	HepG2	XRCC5	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF199TUN/|/files/ENCFF631VBZ/|/files/ENCFF163RUV/
ENCFF679ZDY	/experiments/ENCSR832DMO/	K562	SRSF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF533JRR/|/files/ENCFF228HWO/|/files/ENCFF001TDO/|/files/ENCFF275VNL/
ENCFF591UOR	/experiments/ENCSR886RYH/	K562	NONO	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF324CAZ/|/files/ENCFF001TDO/|/files/ENCFF784OAB/|/files/ENCFF433ZFX/
ENCFF537ZUK	/experiments/ENCSR000BHF/	A549	NR3C1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF424TUG/|/files/ENCFF680RJL/|/files/ENCFF185AVK/
ENCFF368HEW	/experiments/ENCSR000BMD/	K562	ELF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF445HQE/|/files/ENCFF001TDO/|/files/ENCFF634DSI/|/files/ENCFF875HXY/
ENCFF070CZW	/experiments/ENCSR000BQY/	K562	PML	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF647VTS/|/files/ENCFF001TDO/|/files/ENCFF357MIU/|/files/ENCFF475WRI/
ENCFF502XEV	/experiments/ENCSR000EDT/	HepG2	BHLHE40	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF421CEV/|/files/ENCFF001TDO/|/files/ENCFF919QSI/|/files/ENCFF242UCP/
ENCFF899PGY	/experiments/ENCSR519QAA/	HepG2	HNRNPK	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF251ZGT/|/files/ENCFF001TDO/|/files/ENCFF792GAN/|/files/ENCFF003ARN/
ENCFF301USB	/experiments/ENCSR848AOP/	K562	RBM22	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF314NQZ/|/files/ENCFF072MHF/|/files/ENCFF001TDO/|/files/ENCFF051SGG/
ENCFF219RMZ	/experiments/ENCSR000AUE/	A549	CTCF	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF014XSY/|/files/ENCFF142SVH/|/files/ENCFF781ICW/
ENCFF609XKW	/experiments/ENCSR635EXI/	K562	ZSCAN29	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF959BCM/|/files/ENCFF301MWW/|/files/ENCFF001TDO/|/files/ENCFF259GFJ/
ENCFF945YFY	/experiments/ENCSR875PEI/	MCF-7	TRIM22	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF528XEZ/|/files/ENCFF469ARA/|/files/ENCFF285WPP/
ENCFF855DWX	/experiments/ENCSR000BQI/	HepG2	CEBPB	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF073ACH/|/files/ENCFF001TDO/|/files/ENCFF721KHE/|/files/ENCFF774DWR/
ENCFF138UQY	/experiments/ENCSR000BMC/	HepG2	HDAC2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF561VAE/|/files/ENCFF380BKK/|/files/ENCFF001TDO/|/files/ENCFF724UMT/
ENCFF990DMH	/experiments/ENCSR791AGT/	HepG2	ZNF24	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF852WZC/|/files/ENCFF106XCP/|/files/ENCFF415JVE/
ENCFF073VCQ	/experiments/ENCSR000BHG/	A549	NR3C1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF457IQL/|/files/ENCFF055UFA/|/files/ENCFF012IVJ/
ENCFF961OPH	/experiments/ENCSR000BMV/	K562	FOSL1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF818IMH/|/files/ENCFF001TDO/|/files/ENCFF400JWL/|/files/ENCFF753OLX/
ENCFF056FNQ	/experiments/ENCSR000EHN/	K562	SMARCB1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF318HRX/|/files/ENCFF790RYU/|/files/ENCFF573QSE/
ENCFF610SCZ	/experiments/ENCSR000DYI/	A549	CEBPB	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF710XFQ/|/files/ENCFF694VSV/|/files/ENCFF488XZE/|/files/ENCFF001TDO/
ENCFF284HXN	/experiments/ENCSR624GNZ/	HepG2	SRSF9	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF375IKN/|/files/ENCFF001TDO/|/files/ENCFF083ZXX/|/files/ENCFF302DUJ/
ENCFF974QZG	/experiments/ENCSR000EFY/	K562	ARID3A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF411VNI/|/files/ENCFF001TDO/|/files/ENCFF378JGJ/|/files/ENCFF732QKX/
ENCFF046WMG	/experiments/ENCSR000BQO/	A549	FOSL2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF912FKQ/|/files/ENCFF925WYW/|/files/ENCFF001TDO/|/files/ENCFF431AIS/
ENCFF356GTP	/experiments/ENCSR000BPM/	A549	YY1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF697EFZ/|/files/ENCFF001TDO/|/files/ENCFF845YAV/|/files/ENCFF515CEL/
ENCFF618IBW	/experiments/ENCSR000BOT/	HepG2	REST	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF543QRY/|/files/ENCFF172OLJ/|/files/ENCFF658GRO/
ENCFF413YYC	/experiments/ENCSR000EGZ/	K562	MXI1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF400DMX/|/files/ENCFF408TRC/|/files/ENCFF001TDO/|/files/ENCFF492QMD/
ENCFF267YOX	/experiments/ENCSR000BNJ/	HepG2	HNF4G	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF608NEP/|/files/ENCFF540FQF/|/files/ENCFF600JKB/
ENCFF971UIP	/experiments/ENCSR000BGK/	HepG2	JUND	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF265CMT/|/files/ENCFF953YCY/|/files/ENCFF001TDO/|/files/ENCFF323HOG/
ENCFF263VIF	/experiments/ENCSR103SZL/	HepG2	TFAP4	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF030MOS/|/files/ENCFF017KJV/|/files/ENCFF828EGG/
ENCFF803JOE	/experiments/ENCSR618GDK/	K562	CEBPZ	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF895ZCE/|/files/ENCFF830WTR/|/files/ENCFF355FJN/
ENCFF885TLC	/experiments/ENCSR138FUZ/	K562	RNF2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF032IBC/|/files/ENCFF001TDO/|/files/ENCFF617ITM/|/files/ENCFF230YWY/
ENCFF284YJX	/experiments/ENCSR954WVZ/	MCF-7	ESRRA	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF526YPV/|/files/ENCFF486JBY/|/files/ENCFF671MPM/
ENCFF913DIG	/experiments/ENCSR620YNB/	HepG2	KAT2B	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF666HXY/|/files/ENCFF001TDO/|/files/ENCFF747RWF/|/files/ENCFF793DXA/
ENCFF450JCL	/experiments/ENCSR494TDU/	K562	NRF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF940NRT/|/files/ENCFF001TDO/|/files/ENCFF312EZM/|/files/ENCFF477OCU/
ENCFF988FFD	/experiments/ENCSR189VXS/	K562	GTF2F1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF601KTD/|/files/ENCFF001TDO/|/files/ENCFF007QMQ/|/files/ENCFF846SYJ/
ENCFF259VDF	/experiments/ENCSR588AKU/	K562	RUNX1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF011EFB/|/files/ENCFF001TDO/|/files/ENCFF689EEG/|/files/ENCFF206UIN/
ENCFF545CPY	/experiments/ENCSR632TJQ/	K562	ILF3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF632YKL/|/files/ENCFF736TGQ/|/files/ENCFF967XPK/
ENCFF550DYZ	/experiments/ENCSR724GSW/	K562	SAFB2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF994WPN/|/files/ENCFF001TDO/|/files/ENCFF462AIJ/|/files/ENCFF985UBC/
ENCFF098CHB	/experiments/ENCSR200JYP/	K562	ZNF316	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF802QKE/|/files/ENCFF885FEE/|/files/ENCFF488HLT/|/files/ENCFF001TDO/
